"","NATIVITY","BPLD","YEAR","WARD","SEX","NFAMS","AGE","OCC","NATIVITY_MOM","BIRTHPLACE","Nativity_Type","age_classified"
"1726",5,41100,1910,10,"female",7,22,960,NA,"Scotland","Foreign born","(20,30]"
"1727",1,2300,1910,10,"male",7,28,962,NA,"Maine","Native born, and both parents native born","(20,30]"
"1728",5,15000,1910,10,"female",7,28,960,NA,"Canada","Foreign born","(20,30]"
"1729",5,15000,1910,10,"male",7,22,986,NA,"Canada","Foreign born","(20,30]"
"1730",5,15000,1910,10,"female",7,24,791,NA,"Canada","Foreign born","(20,30]"
"1731",5,40400,1910,10,"male",1,36,610,NA,"Norway","Foreign born","(30,40]"
"1732",5,41000,1910,10,"female",1,22,999,NA,"England","Foreign born","(20,30]"
"1733",1,5000,1910,10,"female",12,68,906,NA,"Vermont","Native born, and both parents native born","(60,70]"
"1734",1,2500,1910,10,"male",12,24,856,1,"Massachusetts","Native born, and both parents native born","(20,30]"
"1735",1,2500,1910,10,"female",12,50,178,NA,"Massachusetts","Native born, and both parents native born","(40,50]"
"1736",1,2500,1910,10,"female",12,40,791,NA,"Massachusetts","Native born, and both parents native born","(30,40]"
"1737",5,41000,1910,10,"female",12,20,999,NA,"England","Foreign born","(10,20]"
"1738",5,41000,1910,10,"male",12,21,954,NA,"England","Foreign born","(20,30]"
"1739",5,41000,1910,10,"male",12,35,674,NA,"England","Foreign born","(30,40]"
"1740",5,15000,1910,10,"male",12,24,150,NA,"Canada","Foreign born","(20,30]"
"1741",1,2300,1910,10,"male",12,22,757,NA,"Maine","Native born, and both parents native born","(20,30]"
"1742",5,42100,1910,10,"male",12,25,962,NA,"France","Foreign born","(20,30]"
"1743",5,43400,1910,10,"male",12,30,954,NA,"Italy","Foreign born","(20,30]"
"1744",5,43400,1910,10,"male",12,25,962,NA,"Italy","Foreign born","(20,30]"
"1745",5,54220,1910,10,"male",12,30,592,NA,"Asian Turkey","Foreign born","(20,30]"
"1746",5,54220,1910,10,"male",12,25,592,NA,"Asian Turkey","Foreign born","(20,30]"
"1747",1,3700,1910,10,"female",7,43,906,NA,"North Carolina","Native born, and both parents native born","(40,50]"
"1748",1,2500,1910,10,"female",7,15,999,1,"Massachusetts","Native born, and both parents native born","(10,20]"
"1749",1,1800,1910,10,"female",7,25,154,NA,"Indiana","Native born, and both parents native born","(20,30]"
"1750",1,2500,1910,10,"female",7,32,852,NA,"Massachusetts","Native born, and both parents native born","(30,40]"
"1751",1,4500,1910,10,"female",7,43,960,NA,"South Carolina","Native born, and both parents native born","(40,50]"
"1752",1,2500,1910,10,"male",7,18,707,1,"Massachusetts","Native born, and both parents native born","(10,20]"
"1753",1,2400,1910,10,"male",7,38,962,NA,"Maryland","Native born, and both parents native born","(30,40]"
"1754",1,3700,1910,10,"female",7,20,962,NA,"North Carolina","Native born, and both parents native born","(10,20]"
"1755",1,4500,1910,10,"male",7,30,962,NA,"South Carolina","Native born, and both parents native born","(20,30]"
"1756",5,41000,1910,10,"female",3,39,906,NA,"England","Foreign born","(30,40]"
"1757",4,2500,1910,10,"male",3,14,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"1758",4,2500,1910,10,"female",3,12,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"1759",5,41000,1910,10,"female",3,35,962,NA,"England","Foreign born","(30,40]"
"1760",5,15000,1910,10,"female",3,29,154,NA,"Canada","Foreign born","(20,30]"
"1761",1,2500,1910,10,"male",4,46,997,NA,"Massachusetts","Native born, and both parents native born","(40,50]"
"1762",1,3700,1910,10,"female",4,35,906,NA,"North Carolina","Native born, and both parents native born","(30,40]"
"1763",1,2500,1910,10,"female",4,26,906,1,"Massachusetts","Native born, and both parents native born","(20,30]"
"1764",1,2500,1910,10,"male",4,23,912,1,"Massachusetts","Native born, and both parents native born","(20,30]"
"1765",1,2500,1910,10,"male",4,16,997,1,"Massachusetts","Native born, and both parents native born","(10,20]"
"1766",1,2500,1910,10,"female",4,19,999,NA,"Massachusetts","Native born, and both parents native born","(10,20]"
"1767",1,2500,1910,10,"female",4,25,988,1,"Massachusetts","Native born, and both parents native born","(20,30]"
"1768",1,5100,1910,10,"male",4,26,946,NA,"Virginia","Native born, and both parents native born","(20,30]"
"1769",1,2500,1910,10,"female",4,2,999,1,"Massachusetts","Native born, and both parents native born","(0,10]"
"1770",1,2500,1910,10,"female",4,0,999,1,"Massachusetts","Native born, and both parents native born",NA
"1771",1,2400,1910,10,"female",4,21,928,NA,"Maryland","Native born, and both parents native born","(20,30]"
"1772",5,26030,1910,10,"male",4,22,946,NA,"Jamaica","Foreign born","(20,30]"
"1773",1,3700,1910,10,"male",4,19,942,NA,"North Carolina","Native born, and both parents native born","(10,20]"
"1774",1,2500,1910,10,"female",1,50,988,NA,"Massachusetts","Native born, and both parents native born","(40,50]"
"1775",1,2300,1910,10,"male",1,64,735,NA,"Maine","Native born, and both parents native born","(60,70]"
"1776",1,2500,1910,10,"female",1,56,999,NA,"Massachusetts","Native born, and both parents native born","(50,60]"
"1777",5,15000,1910,10,"male",1,21,990,1,"Canada","Foreign born","(20,30]"
"1778",1,3600,1910,10,"male",1,53,592,NA,"New York","Native born, and both parents native born","(50,60]"
"1779",1,2500,1910,10,"male",1,69,980,NA,"Massachusetts","Native born, and both parents native born","(60,70]"
"1780",5,45300,1910,10,"male",1,69,999,NA,"Germany","Foreign born","(60,70]"
"1781",1,2500,1910,10,"female",1,41,999,NA,"Massachusetts","Native born, and both parents native born","(40,50]"
"1782",1,2400,1910,10,"female",2,37,999,NA,"Maryland","Native born, and both parents native born","(30,40]"
"1783",2,2500,1910,10,"male",2,10,999,1,"Massachusetts","Native born, and father foreign, mother native","(0,10]"
"1784",3,2900,1910,10,"male",1,27,830,NA,"Missouri","Native born, and mother foreign, father native","(20,30]"
"1785",1,2500,1910,10,"male",1,62,880,NA,"Massachusetts","Native born, and both parents native born","(60,70]"
"1786",1,2500,1910,10,"male",1,60,980,NA,"Massachusetts","Native born, and both parents native born","(50,60]"
"1787",4,2500,1910,10,"male",1,43,791,NA,"Massachusetts","Native born, and both parents foreign","(40,50]"
"1788",1,2500,1910,10,"male",1,53,999,NA,"Massachusetts","Native born, and both parents native born","(50,60]"
"1789",1,2500,1910,10,"female",1,56,999,NA,"Massachusetts","Native born, and both parents native born","(50,60]"
"1790",1,2500,1910,10,"male",1,36,980,NA,"Massachusetts","Native born, and both parents native born","(30,40]"
"1791",1,2500,1910,10,"female",1,34,835,NA,"Massachusetts","Native born, and both parents native born","(30,40]"
"1792",1,2500,1910,10,"male",1,46,791,NA,"Massachusetts","Native born, and both parents native born","(40,50]"
"1793",1,2500,1910,10,"female",1,45,999,NA,"Massachusetts","Native born, and both parents native born","(40,50]"
"1794",1,2500,1910,10,"male",1,20,718,NA,"Massachusetts","Native born, and both parents native born","(10,20]"
"1795",4,3600,1910,10,"female",1,70,960,NA,"New York","Native born, and both parents foreign","(60,70]"
"1796",4,3600,1910,10,"female",1,59,960,NA,"New York","Native born, and both parents foreign","(50,60]"
"1797",4,3600,1910,10,"female",1,50,960,NA,"New York","Native born, and both parents foreign","(40,50]"
"1798",5,15000,1910,10,"male",1,51,918,NA,"Canada","Foreign born","(50,60]"
"1799",5,15000,1910,10,"female",1,48,999,NA,"Canada","Foreign born","(40,50]"
"1800",4,3600,1910,10,"male",1,22,164,5,"New York","Native born, and both parents foreign","(20,30]"
"1801",4,3600,1910,10,"male",1,17,791,5,"New York","Native born, and both parents foreign","(10,20]"
"1802",4,3600,1910,10,"female",1,14,999,5,"New York","Native born, and both parents foreign","(10,20]"
"1803",1,2300,1910,10,"male",1,55,889,NA,"Maine","Native born, and both parents native born","(50,60]"
"1804",1,2300,1910,10,"female",1,60,999,NA,"Maine","Native born, and both parents native born","(50,60]"
"1805",1,2500,1910,10,"male",1,24,896,1,"Massachusetts","Native born, and both parents native born","(20,30]"
"1806",4,2500,1910,10,"female",1,18,999,NA,"Massachusetts","Native born, and both parents foreign","(10,20]"
"1807",1,2500,1910,10,"male",1,0,999,4,"Massachusetts","Native born, and both parents native born",NA
"1808",1,2500,1910,10,"female",1,26,828,1,"Massachusetts","Native born, and both parents native born","(20,30]"
"1809",3,2500,1910,10,"female",2,36,791,NA,"Massachusetts","Native born, and mother foreign, father native","(30,40]"
"1810",1,2500,1910,10,"male",2,14,999,3,"Massachusetts","Native born, and both parents native born","(10,20]"
"1811",1,2500,1910,10,"female",2,16,999,3,"Massachusetts","Native born, and both parents native born","(10,20]"
"1812",1,2500,1910,10,"female",2,23,994,NA,"Massachusetts","Native born, and both parents native born","(20,30]"
"1813",1,2500,1910,10,"female",2,70,999,NA,"Massachusetts","Native born, and both parents native born","(60,70]"
"1814",1,2500,1910,10,"male",2,28,705,1,"Massachusetts","Native born, and both parents native born","(20,30]"
"1815",1,3600,1910,10,"male",2,46,850,NA,"New York","Native born, and both parents native born","(40,50]"
"1816",1,900,1910,10,"male",1,69,999,NA,"Connecticut","Native born, and both parents native born","(60,70]"
"1817",1,2500,1910,10,"female",1,51,999,NA,"Massachusetts","Native born, and both parents native born","(50,60]"
"1818",1,2500,1910,10,"male",1,26,791,1,"Massachusetts","Native born, and both parents native born","(20,30]"
"1819",1,1100,1910,10,"female",1,25,999,NA,"District of Columbia","Native born, and both parents native born","(20,30]"
"1820",1,1100,1910,10,"female",1,3,999,1,"District of Columbia","Native born, and both parents native born","(0,10]"
"1821",1,3600,1910,10,"female",1,59,999,NA,"New York","Native born, and both parents native born","(50,60]"
"1822",1,5000,1910,10,"male",1,31,791,1,"Vermont","Native born, and both parents native born","(30,40]"
"1823",1,5000,1910,10,"male",1,23,999,1,"Vermont","Native born, and both parents native born","(20,30]"
"1824",1,2500,1910,10,"male",1,63,822,NA,"Massachusetts","Native born, and both parents native born","(60,70]"
"1825",5,15000,1910,10,"female",1,49,999,NA,"Canada","Foreign born","(40,50]"
"1826",5,15000,1910,10,"female",1,62,999,NA,"Canada","Foreign born","(60,70]"
"1827",4,2500,1910,10,"female",1,37,994,5,"Massachusetts","Native born, and both parents foreign","(30,40]"
"1828",4,2500,1910,10,"male",1,31,707,5,"Massachusetts","Native born, and both parents foreign","(30,40]"
"1829",4,2500,1910,10,"female",1,35,999,5,"Massachusetts","Native born, and both parents foreign","(30,40]"
"1830",4,2500,1910,10,"male",1,30,932,5,"Massachusetts","Native born, and both parents foreign","(20,30]"
"1831",1,2500,1910,10,"female",1,58,999,NA,"Massachusetts","Native born, and both parents native born","(50,60]"
"1832",1,2500,1910,10,"female",1,30,995,1,"Massachusetts","Native born, and both parents native born","(20,30]"
"1833",1,2300,1910,10,"male",2,49,576,NA,"Maine","Native born, and both parents native born","(40,50]"
"1834",1,2300,1910,10,"female",2,43,900,NA,"Maine","Native born, and both parents native born","(40,50]"
"1835",1,2500,1910,10,"female",2,39,154,NA,"Massachusetts","Native born, and both parents native born","(30,40]"
"1836",1,2500,1910,10,"female",2,17,999,1,"Massachusetts","Native born, and both parents native born","(10,20]"
"1837",1,5100,1910,10,"male",2,39,980,NA,"Virginia","Native born, and both parents native born","(30,40]"
"1838",1,5000,1910,10,"female",2,33,999,NA,"Vermont","Native born, and both parents native born","(30,40]"
"1839",2,2500,1910,10,"female",2,39,707,NA,"Massachusetts","Native born, and father foreign, mother native","(30,40]"
"1840",1,3900,1910,10,"female",1,68,999,NA,"Ohio","Native born, and both parents native born","(60,70]"
"1841",1,4200,1910,10,"female",1,36,858,1,"Pennsylvania","Native born, and both parents native born","(30,40]"
"1842",4,3300,1910,10,"male",1,43,842,NA,"New Hampshire","Native born, and both parents foreign","(40,50]"
"1843",1,5000,1910,10,"female",1,59,999,NA,"Vermont","Native born, and both parents native born","(50,60]"
"1844",1,4200,1910,10,"female",1,62,999,NA,"Pennsylvania","Native born, and both parents native born","(60,70]"
"1845",2,2700,1910,10,"male",1,28,368,1,"Minnesota","Native born, and father foreign, mother native","(20,30]"
"1846",2,2700,1910,10,"female",1,35,999,1,"Minnesota","Native born, and father foreign, mother native","(30,40]"
"1847",1,1300,1910,10,"male",1,24,962,1,"Georgia","Native born, and both parents native born","(20,30]"
"1848",1,100,1910,10,"female",1,63,999,NA,"Alabama","Native born, and both parents native born","(60,70]"
"1849",1,1300,1910,10,"female",1,25,922,1,"Georgia","Native born, and both parents native born","(20,30]"
"1850",1,1300,1910,10,"male",1,20,918,NA,"Georgia","Native born, and both parents native born","(10,20]"
"1851",5,15000,1910,10,"female",2,32,154,NA,"Canada","Foreign born","(30,40]"
"1852",1,1100,1910,10,"female",2,35,960,NA,"District of Columbia","Native born, and both parents native born","(30,40]"
"1853",5,41400,1910,10,"female",1,41,954,NA,"Ireland","Foreign born","(40,50]"
"1854",5,41400,1910,10,"male",1,45,948,NA,"Ireland","Foreign born","(40,50]"
"1855",4,2500,1910,10,"male",1,10,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"1856",4,2500,1910,10,"male",1,7,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"1857",4,2500,1910,10,"male",2,42,362,NA,"Massachusetts","Native born, and both parents foreign","(40,50]"
"1858",5,15000,1910,10,"female",2,50,999,NA,"Canada","Foreign born","(40,50]"
"1859",4,3300,1910,10,"female",2,24,999,NA,"New Hampshire","Native born, and both parents foreign","(20,30]"
"1860",5,15000,1910,10,"male",2,31,610,NA,"Canada","Foreign born","(30,40]"
"1861",5,46500,1910,10,"male",1,28,150,NA,"Other USSR/Russia","Foreign born","(20,30]"
"1862",5,46500,1910,10,"female",1,23,999,NA,"Other USSR/Russia","Foreign born","(20,30]"
"1863",4,2500,1910,10,"male",1,0,999,5,"Massachusetts","Native born, and both parents foreign",NA
"1864",4,2500,1910,10,"female",1,19,852,NA,"Massachusetts","Native born, and both parents foreign","(10,20]"
"1865",4,2500,1910,10,"male",1,19,999,NA,"Massachusetts","Native born, and both parents foreign","(10,20]"
"1866",5,26044,1910,10,"male",1,52,718,NA,"Barbados","Foreign born","(50,60]"
"1867",5,15000,1910,10,"female",1,44,999,NA,"Canada","Foreign born","(40,50]"
"1868",4,2500,1910,10,"female",1,24,994,5,"Massachusetts","Native born, and both parents foreign","(20,30]"
"1869",4,2500,1910,10,"male",1,16,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"1870",4,2500,1910,10,"female",1,11,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"1871",4,2500,1910,10,"female",2,52,999,NA,"Massachusetts","Native born, and both parents foreign","(50,60]"
"1872",1,2500,1910,10,"female",2,24,995,4,"Massachusetts","Native born, and both parents native born","(20,30]"
"1873",1,2500,1910,10,"female",2,23,382,4,"Massachusetts","Native born, and both parents native born","(20,30]"
"1874",5,41400,1910,10,"female",2,26,962,NA,"Ireland","Foreign born","(20,30]"
"1875",5,42100,1910,10,"male",1,24,791,NA,"France","Foreign born","(20,30]"
"1876",4,2500,1910,10,"female",1,23,999,NA,"Massachusetts","Native born, and both parents foreign","(20,30]"
"1877",2,2500,1910,10,"male",1,0,999,4,"Massachusetts","Native born, and father foreign, mother native",NA
"1878",5,42100,1910,10,"male",1,59,954,NA,"France","Foreign born","(50,60]"
"1879",5,41000,1910,10,"male",1,45,944,NA,"England","Foreign born","(40,50]"
"1880",5,41000,1910,10,"female",1,45,999,NA,"England","Foreign born","(40,50]"
"1881",4,2500,1910,10,"female",1,22,674,5,"Massachusetts","Native born, and both parents foreign","(20,30]"
"1882",4,2500,1910,10,"male",1,13,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"1883",4,2500,1910,10,"male",1,10,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"1884",5,41400,1910,10,"male",1,41,962,NA,"Ireland","Foreign born","(40,50]"
"1885",5,41400,1910,10,"female",1,40,999,NA,"Ireland","Foreign born","(30,40]"
"1886",4,2500,1910,10,"female",1,12,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"1887",4,2500,1910,10,"female",1,11,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"1888",4,2500,1910,10,"male",1,9,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"1889",4,2500,1910,10,"male",1,7,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"1890",5,40500,1910,10,"male",8,64,952,NA,"Sweden","Foreign born","(60,70]"
"1891",5,40500,1910,10,"female",8,61,999,NA,"Sweden","Foreign born","(60,70]"
"1892",4,2500,1910,10,"female",8,36,999,5,"Massachusetts","Native born, and both parents foreign","(30,40]"
"1893",5,15000,1910,10,"female",8,44,154,NA,"Canada","Foreign born","(40,50]"
"1894",4,2500,1910,10,"male",8,28,610,NA,"Massachusetts","Native born, and both parents foreign","(20,30]"
"1895",5,40500,1910,10,"female",8,45,154,NA,"Sweden","Foreign born","(40,50]"
"1896",1,4200,1910,10,"female",8,34,954,NA,"Pennsylvania","Native born, and both parents native born","(30,40]"
"1897",1,4200,1910,10,"female",8,28,960,NA,"Pennsylvania","Native born, and both parents native born","(20,30]"
"1898",5,41400,1910,10,"male",8,35,952,NA,"Ireland","Foreign born","(30,40]"
"1899",5,41400,1910,10,"male",8,39,952,NA,"Ireland","Foreign born","(30,40]"
"1900",1,2500,1910,10,"female",4,46,906,1,"Massachusetts","Native born, and both parents native born","(40,50]"
"1901",1,2300,1910,10,"female",4,78,999,NA,"Maine","Native born, and both parents native born","(70,80]"
"1902",3,2500,1910,10,"female",4,32,988,NA,"Massachusetts","Native born, and mother foreign, father native","(30,40]"
"1903",1,3600,1910,10,"male",4,25,791,NA,"New York","Native born, and both parents native born","(20,30]"
"1904",1,4200,1910,10,"female",4,21,999,NA,"Pennsylvania","Native born, and both parents native born","(20,30]"
"1905",1,2500,1910,10,"male",4,62,791,NA,"Massachusetts","Native born, and both parents native born","(60,70]"
"1906",1,2500,1910,10,"female",4,58,999,NA,"Massachusetts","Native born, and both parents native born","(50,60]"
"1907",1,2500,1910,10,"female",4,38,852,1,"Massachusetts","Native born, and both parents native born","(30,40]"
"1908",1,3600,1910,10,"female",6,57,906,NA,"New York","Native born, and both parents native born","(50,60]"
"1909",1,2500,1910,10,"male",6,61,999,NA,"Massachusetts","Native born, and both parents native born","(60,70]"
"1910",2,2500,1910,10,"female",6,26,995,NA,"Massachusetts","Native born, and father foreign, mother native","(20,30]"
"1911",1,2500,1910,10,"male",6,49,767,NA,"Massachusetts","Native born, and both parents native born","(40,50]"
"1912",1,2300,1910,10,"female",6,49,154,NA,"Maine","Native born, and both parents native born","(40,50]"
"1913",1,4400,1910,10,"male",6,32,840,NA,"Rhode Island","Native born, and both parents native born","(30,40]"
"1914",3,2300,1910,10,"female",6,26,960,NA,"Maine","Native born, and mother foreign, father native","(20,30]"
"1915",5,41000,1910,10,"male",1,45,944,NA,"England","Foreign born","(40,50]"
"1916",5,40500,1910,10,"female",1,48,999,NA,"Sweden","Foreign born","(40,50]"
"1917",4,2500,1910,10,"male",1,20,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"1918",4,2500,1910,10,"male",1,18,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"1919",4,2500,1910,10,"female",1,16,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"1920",4,2500,1910,10,"female",1,12,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"1921",4,2500,1910,10,"female",1,7,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"1922",5,40500,1910,10,"female",1,45,999,NA,"Sweden","Foreign born","(40,50]"
"1923",5,15000,1910,11,"female",2,45,672,NA,"Canada","Foreign born","(40,50]"
"1924",5,15000,1910,11,"female",2,52,999,NA,"Canada","Foreign born","(50,60]"
"1925",1,2500,1910,11,"male",2,62,999,NA,"Massachusetts","Native born, and both parents native born","(60,70]"
"1926",2,2500,1910,11,"male",1,35,832,NA,"Massachusetts","Native born, and father foreign, mother native","(30,40]"
"1927",5,46500,1910,11,"male",1,38,735,NA,"Other USSR/Russia","Foreign born","(30,40]"
"1928",5,46500,1910,11,"female",1,38,999,NA,"Other USSR/Russia","Foreign born","(30,40]"
"1929",4,2500,1910,11,"female",1,16,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"1930",4,2500,1910,11,"female",1,15,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"1931",4,2500,1910,11,"male",1,14,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"1932",4,2500,1910,11,"female",1,12,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"1933",4,2500,1910,11,"male",1,10,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"1934",4,2500,1910,11,"female",1,8,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"1935",4,2500,1910,11,"female",1,5,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"1936",4,2500,1910,11,"male",1,2,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"1937",5,15000,1910,11,"female",1,44,154,NA,"Canada","Foreign born","(40,50]"
"1938",4,2500,1910,11,"male",1,16,707,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"1939",5,41000,1910,11,"male",1,51,944,NA,"England","Foreign born","(50,60]"
"1940",5,41000,1910,11,"female",1,51,999,NA,"England","Foreign born","(50,60]"
"1941",4,2500,1910,11,"female",1,24,999,5,"Massachusetts","Native born, and both parents foreign","(20,30]"
"1942",4,2500,1910,11,"female",1,22,716,5,"Massachusetts","Native born, and both parents foreign","(20,30]"
"1943",4,2500,1910,11,"female",1,20,716,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"1944",4,2500,1910,11,"male",1,19,960,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"1945",4,2500,1910,11,"female",1,13,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"1946",2,2500,1910,11,"male",1,46,800,NA,"Massachusetts","Native born, and father foreign, mother native","(40,50]"
"1947",1,2500,1910,11,"female",1,46,999,NA,"Massachusetts","Native born, and both parents native born","(40,50]"
"1948",1,5000,1910,11,"male",3,51,757,NA,"Vermont","Native born, and both parents native born","(50,60]"
"1949",1,3600,1910,11,"female",3,43,999,NA,"New York","Native born, and both parents native born","(40,50]"
"1950",1,2700,1910,11,"male",3,26,837,1,"Minnesota","Native born, and both parents native born","(20,30]"
"1951",1,2500,1910,11,"male",3,33,757,NA,"Massachusetts","Native born, and both parents native born","(30,40]"
"1952",5,41000,1910,11,"male",3,48,918,NA,"England","Foreign born","(40,50]"
"1953",5,41000,1910,11,"female",3,48,918,NA,"England","Foreign born","(40,50]"
"1954",4,3600,1910,11,"male",1,58,474,NA,"New York","Native born, and both parents foreign","(50,60]"
"1955",5,41000,1910,11,"female",1,56,999,NA,"England","Foreign born","(50,60]"
"1956",3,3600,1910,11,"male",1,28,540,5,"New York","Native born, and mother foreign, father native","(20,30]"
"1957",5,46500,1910,11,"female",1,48,154,NA,"Other USSR/Russia","Foreign born","(40,50]"
"1958",5,46500,1910,11,"male",1,24,707,5,"Other USSR/Russia","Foreign born","(20,30]"
"1959",5,46500,1910,11,"male",1,12,999,5,"Other USSR/Russia","Foreign born","(10,20]"
"1960",5,46500,1910,11,"male",1,9,999,5,"Other USSR/Russia","Foreign born","(0,10]"
"1961",5,46500,1910,11,"male",2,40,782,NA,"Other USSR/Russia","Foreign born","(30,40]"
"1962",5,46500,1910,11,"female",2,37,999,NA,"Other USSR/Russia","Foreign born","(30,40]"
"1963",4,2500,1910,11,"female",2,14,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"1964",4,2500,1910,11,"male",2,12,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"1965",4,2500,1910,11,"male",2,9,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"1966",4,2500,1910,11,"male",2,7,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"1967",4,2500,1910,11,"female",2,2,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"1968",4,2500,1910,11,"male",2,0,999,5,"Massachusetts","Native born, and both parents foreign",NA
"1969",5,41400,1910,11,"female",2,58,960,NA,"Ireland","Foreign born","(50,60]"
"1970",5,46500,1910,11,"male",1,31,900,NA,"Other USSR/Russia","Foreign born","(30,40]"
"1971",5,46500,1910,11,"female",1,27,999,NA,"Other USSR/Russia","Foreign born","(20,30]"
"1972",4,2500,1910,11,"female",1,5,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"1973",4,2500,1910,11,"female",1,4,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"1974",5,41400,1910,11,"male",1,38,864,NA,"Ireland","Foreign born","(30,40]"
"1975",1,2300,1910,11,"male",1,69,999,NA,"Maine","Native born, and both parents native born","(60,70]"
"1976",1,4200,1910,11,"male",1,31,707,NA,"Pennsylvania","Native born, and both parents native born","(30,40]"
"1977",1,2300,1910,11,"male",1,33,980,NA,"Maine","Native born, and both parents native born","(30,40]"
"1978",1,3300,1910,11,"male",1,37,839,NA,"New Hampshire","Native born, and both parents native born","(30,40]"
"1979",5,46500,1910,11,"male",1,45,394,NA,"Other USSR/Russia","Foreign born","(40,50]"
"1980",5,46500,1910,11,"female",1,45,767,NA,"Other USSR/Russia","Foreign born","(40,50]"
"1981",5,46500,1910,11,"male",1,19,707,5,"Other USSR/Russia","Foreign born","(10,20]"
"1982",4,2500,1910,11,"male",1,12,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"1983",4,2500,1910,11,"male",1,13,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"1984",5,46500,1910,11,"female",1,21,791,5,"Other USSR/Russia","Foreign born","(20,30]"
"1985",1,2500,1910,11,"male",1,24,897,NA,"Massachusetts","Native born, and both parents native born","(20,30]"
"1986",4,2500,1910,11,"female",1,26,999,NA,"Massachusetts","Native born, and both parents foreign","(20,30]"
"1987",1,2500,1910,11,"male",1,1,999,4,"Massachusetts","Native born, and both parents native born","(0,10]"
"1988",5,45000,1910,11,"male",1,28,707,NA,"Austria","Foreign born","(20,30]"
"1989",4,3600,1910,11,"female",1,28,999,NA,"New York","Native born, and both parents foreign","(20,30]"
"1990",2,2500,1910,11,"female",1,2,999,4,"Massachusetts","Native born, and father foreign, mother native","(0,10]"
"1991",5,41400,1910,11,"female",1,56,999,NA,"Ireland","Foreign born","(50,60]"
"1992",4,2500,1910,11,"male",1,26,707,5,"Massachusetts","Native born, and both parents foreign","(20,30]"
"1993",4,2500,1910,11,"female",1,19,988,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"1994",5,46500,1910,11,"male",1,48,370,NA,"Other USSR/Russia","Foreign born","(40,50]"
"1995",5,46500,1910,11,"female",1,45,999,NA,"Other USSR/Russia","Foreign born","(40,50]"
"1996",5,46500,1910,11,"male",1,26,592,5,"Other USSR/Russia","Foreign born","(20,30]"
"1997",5,46500,1910,11,"female",1,21,592,5,"Other USSR/Russia","Foreign born","(20,30]"
"1998",5,46500,1910,11,"male",1,19,592,5,"Other USSR/Russia","Foreign born","(10,20]"
"1999",5,46500,1910,11,"female",1,17,592,5,"Other USSR/Russia","Foreign born","(10,20]"
"2000",5,46500,1910,11,"female",1,16,592,5,"Other USSR/Russia","Foreign born","(10,20]"
"2001",5,46500,1910,11,"female",1,14,997,5,"Other USSR/Russia","Foreign born","(10,20]"
"2002",5,46500,1910,11,"male",1,13,999,5,"Other USSR/Russia","Foreign born","(10,20]"
"2003",4,3600,1910,11,"female",1,51,999,NA,"New York","Native born, and both parents foreign","(50,60]"
"2004",2,3600,1910,11,"female",1,25,178,4,"New York","Native born, and father foreign, mother native","(20,30]"
"2005",2,3600,1910,11,"male",1,23,980,4,"New York","Native born, and father foreign, mother native","(20,30]"
"2006",2,2500,1910,11,"female",1,22,454,4,"Massachusetts","Native born, and father foreign, mother native","(20,30]"
